study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
LoDoCo2,Colchicine,Colchicine 0.5mg daily,Placebo,2762,2760,187,235,0.0677045619116582,0.0851449275362318,0.7951684718135178,-0.229201272547614,0.0942259911618506,2020,66.0,83.0,29.0,"Low-Dose Colchicine 2. Large confirmatory trial in chronic CAD. CV death/MI/stroke/coronary revasc reduced 31% (HR 0.69, p<0.001). FDA approved colchicine for ASCVD based on this."
COPS,Colchicine,Colchicine 0.5mg daily x 12 months,Placebo,396,399,70,73,0.1767676767676767,0.1829573934837092,0.9661685346616854,-0.0344169934636491,0.1515019017480891,2020,62.0,76.0,12.0,Colchicine in Patients with acute coronary Syndrome. Dutch trial in ACS patients. Neutral result (HR 0.96) - no benefit in acute setting unlike COLCOT.
COLCHICINE-PCI,Colchicine,Colchicine loading + 0.5mg daily x 1 month,Placebo,396,399,29,44,0.0732323232323232,0.1102756892230576,0.6640840220385675,-0.4093465982964042,0.2284261656609186,2020,65.0,78.0,12.0,"Peri-procedural colchicine for PCI patients. Loading dose (1.5mg) then 0.5mg daily x 30d. Periprocedural MI reduced 34%, but non-significant primary endpoint. Showed promise for peri-PCI inflammation."
CANTOS,IL-1 Inhibition,Canakinumab 150mg q3months (IL-1β mAb),Placebo,3344,3344,318,368,0.0950956937799043,0.1100478468899521,0.8641304347826086,-0.1460315553887541,0.0725531478848177,2017,61.0,74.0,45.0,"Canakinumab Anti-inflammatory Thrombosis Outcome Study. LANDMARK TRIAL proving inflammatory hypothesis. Post-MI with hsCRP>2mg/L. CV death/MI/stroke reduced 15% (HR 0.85, p=0.021) independent of LDL lowering. Changed paradigm of atherosclerosis."
CIRT,IL-1 Inhibition,Methotrexate 15-20mg weekly,Placebo,2391,2395,201,207,0.0840652446675031,0.0864300626304801,0.972638941925942,-0.0277423428196025,0.0947115128691427,2019,66.0,93.0,28.0,Cardiovascular Inflammation Reduction Trial. Low-dose MTX in stable CAD with diabetes or metabolic syndrome. NEGATIVE trial (HR 1.01) - stopped early for futility. Did not reduce inflammation or CV events.
RESCUE,IL-1 Inhibition,Anakinra 100mg daily (IL-1 receptor antagonist),Placebo,99,83,22,26,0.2222222222222222,0.3132530120481928,0.7094017094017093,-0.3433333270011583,0.2485294369767683,2021,60.0,80.0,3.0,"Pilot trial of IL-1 blockade in STEMI. Short-term anakinra started in ambulance. Showed reduction in inflammatory markers and HF hospitalization at 1 year (16% vs 31%, HR 0.48). Promising but small."
ILLUMINATE,CETP Inhibitors,Torcetrapib 60mg + atorvastatin,Atorvastatin alone,7533,7534,315,249,0.041816009557945,0.0330501725511016,1.2652281767452125,0.235252482787217,0.0832177059180815,2007,61.0,75.0,12.0,"STOPPED EARLY for increased mortality (HR 1.25, p=0.001). Torcetrapib increased HDL 72% but also increased BP and aldosterone (off-target toxicity). Major failure that nearly killed the CETP class."
dal-OUTCOMES,CETP Inhibitors,Dalcetrapib 600mg daily,Placebo,7938,7989,558,566,0.0702947845804988,0.0708474151958943,0.9921997067378188,-0.0078308746828406,0.0575130482545595,2012,61.0,79.0,31.0,Dalcetrapib in recent ACS. NEGATIVE (HR 1.04) despite 31% HDL increase. No safety concerns but no efficacy. Stopped for futility. Showed that raising HDL doesn't guarantee benefit.
ACCELERATE,CETP Inhibitors,Evacetrapib 130mg daily,Placebo,6186,6180,434,444,0.0701584222437762,0.0718446601941747,0.9765293906903996,-0.0237504311250982,0.0650609873054759,2017,65.0,76.0,26.0,"Assessment of Clinical Effects of Cholesteryl Ester Transfer Protein Inhibition. STOPPED EARLY for futility (HR 1.01). Raised HDL 130%, lowered LDL 31% - but NO clinical benefit. Another nail in HDL hypothesis coffin."
HPS3-REVEAL,CETP Inhibitors,Anacetrapib 100mg daily,Placebo,15225,15223,1640,1803,0.1077175697865353,0.1184392038363003,0.9094756322021226,-0.0948870739039168,0.0321405623567972,2017,67.0,78.0,49.0,"Randomized EValuation of the Effects of Anacetrapib through Lipid-modification. POSITIVE but modest: 9% RR reduction (HR 0.91, p=0.004). Raised HDL 104%, lowered LDL 17%. NOT developed due to tissue accumulation concerns and marginal benefit."
DEFINE,CETP Inhibitors,Anacetrapib 100mg daily,Placebo,816,411,2,5,0.0024509803921568,0.0121654501216545,0.2014705882352941,-1.6021118723420276,0.8344707423149063,2010,63.0,61.0,18.0,"Determining the Efficacy and Tolerability of CETP INhibition with AnacEtrapib. Phase 2b trial. Raised HDL 138%, lowered LDL 40%. No safety concerns in short-term. Led to HPS3-REVEAL."
MERLIN-TIMI 36,Metabolic Modulators,Ranolazine IV→oral,Placebo,3162,3158,346,343,0.1094244149272612,0.1086130462317922,1.0074702692136763,0.0074425049379544,0.0719215799292086,2007,64.0,66.0,12.0,"Metabolic Efficiency with Ranolazine for Less Ischemia in NSTEMI. Primary endpoint neutral (HR 1.02). But reduced recurrent ischemia (13.9% vs 16.1%, p=0.03) and HbA1c in diabetics. FDA approved for chronic angina."
RIVER-PCI,Metabolic Modulators,Ranolazine 1000mg bid,Placebo,1263,1297,137,158,0.1084718923198733,0.1218195836545875,0.8904306603726311,-0.1160500452328889,0.1098435630182383,2016,64.0,79.0,13.0,"Ranolazine in Patients with Incomplete Revascularization After PCI. Incomplete revascularization common. Primary endpoint neutral (HR 0.89, p=0.25) but ischemia-driven revasc reduced 21% (p=0.04)."
ERICA,Metabolic Modulators,Ivabradine (If channel inhibitor),Placebo,515,505,31,38,0.0601941747572815,0.0752475247524752,0.7999489013796628,-0.2232074266296158,0.2337774762401111,2008,63.0,81.0,3.0,"Anti-ischemic Effects and Tolerability of Ivabradine in Chronic Angina. Heart rate reduction improved angina symptoms, exercise tolerance, and QOL. CCS class improved in 43% vs 15% (p<0.001)."
BEAUTIFUL,Metabolic Modulators,Ivabradine 5-7.5mg bid,Placebo,5479,5438,703,704,0.1283080854170469,0.1294593600588451,0.9911070575254276,-0.0089327206933772,0.0497646808308936,2008,65.0,85.0,19.0,"Morbidity-mortality EvAlUaTion of the If inhibitor in CAD with LV dysfunction. Stable CAD + LV dysfunction. Primary endpoint neutral (HR 1.00). But in HR≥70 subgroup, reduced CV death/MI admission 36%."
ORION-10,Other Novel Therapies,Inclisiran 300mg q6months (siRNA),Placebo,781,780,274,339,0.3508322663252241,0.4346153846153846,0.8072246835801615,-0.2141532311484286,0.0635375993464164,2020,64.0,69.0,18.0,Inclisiran for subjects with ASCVD. siRNA targeting PCSK9 mRNA - dosed every 6 months! LDL reduced 51% sustained. Primary endpoint is TIME-3 trial (outcomes). This measured LDL lowering efficacy - dramatic success.
ORION-11,Other Novel Therapies,Inclisiran 300mg q6months,Placebo,781,779,246,301,0.3149807938540332,0.386392811296534,0.8151828518680795,-0.2043428327854506,0.069449211716249,2020,62.0,65.0,18.0,"Inclisiran for subjects with heterozygous FH. LDL reduced 50% with twice-yearly dosing - game changer for adherence. FDA approved 2021. Outcomes trial (ORION-4) ongoing with 15,000 patients."
CLEAR Outcomes,Other Novel Therapies,Bempedoic acid 180mg daily,Placebo,6992,6978,819,927,0.1171338672768878,0.1328460877042132,0.8817261336117838,-0.1258737773014377,0.0448711682444666,2023,66.0,51.0,40.0,"Cholesterol Lowering via BEmpedoic Acid, an ACL-inhibiting Regimen. Statin intolerant patients. MACE reduced 13% (HR 0.87, p=0.004). Oral non-statin option! LDL↓ 21%, hsCRP↓ 22%. FDA approved."
VITAL,Other Novel Therapies,Vitamin D3 2000IU + omega-3 1g daily,Placebo,12927,12944,386,419,0.0298599829813568,0.0323702101359703,0.92245255300879,-0.0807193374429817,0.0694456267859137,2019,67.0,49.0,62.0,"Vitamin D and Omega-3 Trial. 2x2 factorial. Vitamin D: neutral for CV (HR 0.97). Omega-3: trend but not significant (HR 0.92, p=0.24). But in subgroup analyses: black participants benefit from vitamin D, fish avoiders benefit from omega-3."
STRENGTH,Other Novel Therapies,Omega-3 carboxylic acid 4g daily,Corn oil placebo,6539,6540,785,795,0.1200489371463526,0.1215596330275229,0.987572388600184,-0.012505479981955,0.0471795846146381,2020,63.0,66.0,42.0,"Outcomes Study to Assess STatin Residual Risk Reduction with EpaNova. High-risk statin-treated patients. STOPPED EARLY for futility (HR 0.99). Unlike REDUCE-IT, this used mix of EPA+DHA (not purified EPA). Placebo also differed."
ALL-HEART,Other Novel Therapies,Allopurinol 600mg daily,Usual care,2757,2758,314,325,0.113891911498005,0.1178390137781,0.9665042828046092,-0.0340695490920337,0.0744065976773624,2022,72.0,79.0,57.0,"Allopurinol and Cardiovascular Outcomes in Ischaemic Heart Disease. NEGATIVE trial (HR 0.97, p=0.64). Allopurinol (xanthine oxidase inhibitor) lowers uric acid but doesn't reduce CV events in IHD. Definitive null result."
TRAVERSE,Other Novel Therapies,Testosterone gel 1.62%,Placebo gel,2710,2700,182,190,0.0671586715867158,0.0703703703703703,0.9543600699164888,-0.0467142469650168,0.1000914048699241,2023,63.0,100.0,33.0,Testosterone Replacement therapy for Assessment of long-term Vascular Events and efficacy ResponSE in hypogonadal men. CV safety trial in men with low testosterone. Non-inferior for CV safety (HR 0.96). Reassuring - testosterone replacement is CV safe.
PROMINENT,Other Novel Therapies,Pemafibrate 0.2mg bid (PPAR-α agonist),Placebo,5035,5030,572,560,0.113604766633565,0.1113320079522862,1.0204142431550574,0.0202086655917251,0.0560049028660127,2022,64.0,68.0,39.0,Pemafibrate to Reduce cardiovascular OutcoMes by reducing triglycerides IN diabetic patiENTs. Type 2 diabetes on statins with high TG/low HDL. NEGATIVE (HR 1.03). TG↓ 27% but no clinical benefit. Unlike REDUCE-IT.
GISSI-1,Early Thrombolysis,Streptokinase 1.5 million units IV,Standard care,5860,5852,628,758,0.1071672354948805,0.1295283663704716,0.8273649895989987,-0.1895093396052162,0.0506960322670864,1986,59.0,80.0,0.0,"Gruppo Italiano per lo Studio della Streptochinasi nell'Infarto Miocardico. FIRST mega-trial of thrombolysis. Mortality 10.7% vs 13.0% (18% reduction, p<0.0002). Launched thrombolysis era. Italy, 11,806 STEMI patients within 12h."
ISIS-2,Early Thrombolysis,Aspirin 160mg + streptokinase,Placebo,8592,8600,791,1029,0.0920623836126629,0.1196511627906976,0.7694232255285727,-0.2621141025734426,0.0447590593587856,1988,59.0,76.0,1.0,"Second International Study of Infarct Survival. LANDMARK 2x2 factorial trial. Combined aspirin + streptokinase reduced mortality 42% (9.2% vs 13.2%). Aspirin alone 23%, SK alone 25%. Most influential CV trial ever. Established ASA as essential."
GISSI-2,Early Thrombolysis,Alteplase (t-PA),Streptokinase,10396,10372,860,939,0.082724124663332,0.0905322020825298,0.9137535899979552,-0.0901943390635353,0.045112627507152,1990,60.0,78.0,0.0,"t-PA vs streptokinase. No significant difference in mortality (8.6% vs 9.2%, p=NS). t-PA more expensive but not more effective. Also tested heparin - no benefit with SK. Controversial - contradicted other trials showing t-PA benefit."
GUSTO-I,Early Thrombolysis,Accelerated t-PA,Streptokinase,10396,20162,653,1475,0.0628126202385532,0.0731574248586449,0.858595287626923,-0.1524576116449831,0.0454265404039168,1993,62.0,74.0,1.0,"Global Utilization of Streptokinase and t-PA for Occluded coronary arteries. Accelerated t-PA (90min) + IV heparin reduced mortality 14% vs SK (6.3% vs 7.3%, p<0.001). Lives saved: 10/1000 treated. Established t-PA superiority despite higher cost/ICH risk."
ISIS-3,Early Thrombolysis,t-PA or APSAC,Streptokinase,27841,13780,2843,1448,0.1021155849287022,0.1050798258345428,0.9717905803297772,-0.0286149500705068,0.0305591502301202,1992,60.0,76.0,1.0,"Third International Study of Infarct Survival. Largest thrombolytic trial: 41,299 patients. SK, t-PA, APSAC - no difference (10.6%, 10.3%, 10.5%). Contradicted GUSTO-I. Also tested heparin - no benefit. Showed aspirin essential for all."
LATE,Early Thrombolysis,t-PA 6-24h post-symptom,Placebo,2838,2842,232,270,0.0817477096546864,0.0950035186488388,0.8604703364393287,-0.1502761363950068,0.0854975018929104,1993,62.0,74.0,1.0,Late Assessment of Thrombolytic Efficacy. t-PA given 6-24h after symptom onset. Benefit in 6-12h window (8.9% vs 10.3%) but not 12-24h. Extended treatment window to 12h. Reinforced 'time is muscle' - earlier is better.
EMERAS,Early Thrombolysis,Streptokinase 6-24h,Placebo,2080,2079,248,268,0.1192307692307692,0.1289081289081289,0.9249282433983926,-0.0780391191832252,0.0824732176911299,1993,62.0,71.0,1.0,"Estudio Multicentrico Estreptoquinasa Republicas de America del Sur. Late SK (6-24h). Trend but not significant (11.9% vs 12.9%, p=0.23). Combined with LATE showed benefit up to 12h. Latin America, 4,159 patients."
ASSENT-2,Early Thrombolysis,Tenecteplase (TNK-t-PA),Alteplase (t-PA),8461,8488,519,525,0.0613402671079068,0.0618520263901979,0.9917260708798352,-0.0083083480564169,0.0599628339510652,1999,62.0,77.0,1.0,Assessment of the Safety and Efficacy of a New Thrombolytic. TNK (single bolus) equivalent to t-PA (90min infusion) for mortality (6.2% vs 6.2%). Easier dosing - single 5-sec bolus based on weight. Became preferred fibrinolytic.
Norwegian Multicenter,Early Beta-Blockers,Timolol 10mg bid,Placebo,945,939,98,152,0.1037037037037037,0.161874334398296,0.6406432748538011,-0.4452824904611844,0.1210779303447514,1981,58.0,85.0,17.0,"FIRST definitive beta-blocker post-MI trial. Timolol reduced mortality 39% (10.4% vs 16.2%, p<0.001). Sudden death reduced 45%. Norway, started 7-28 days post-MI. Landmark trial that established beta-blocker benefit."
MIAMI,Early Beta-Blockers,Metoprolol IV→oral,Placebo,2877,2901,123,142,0.0427528675703858,0.0489486384005515,0.8734230198710512,-0.135335281658987,0.1203330453849606,1985,59.0,78.0,0.0,"Metoprolol In Acute Myocardial Infarction. Early IV metoprolol within 24h of STEMI. Mortality trend (4.3% vs 4.9%, p=0.29 NS). Subgroup benefit in high-risk patients. Established safety of early beta-blockade."
ISIS-1,Early Beta-Blockers,Atenolol IV→oral,Control,8037,7990,317,367,0.0394425780763966,0.0459324155193992,0.8587089886387176,-0.1523251936296877,0.0750319184796946,1986,58.0,73.0,0.0,"First International Study of Infarct Survival. Atenolol IV 5-10mg then oral within 12h of STEMI. 7-day mortality reduced 15% (3.9% vs 4.6%, p=0.04). Vascular deaths reduced day 0-1 (121 vs 171). Early IV beta-blockade saves lives."
BHAT,Early Beta-Blockers,Propranolol 180-240mg daily,Placebo,1916,1921,138,188,0.0720250521920668,0.0978656949505465,0.7359581130902145,-0.3065820734349937,0.1073454371294942,1982,55.0,89.0,25.0,"Beta-Blocker Heart Attack Trial. US trial, started 5-21 days post-MI. Mortality reduced 26% (7.2% vs 9.8%, p<0.005). Sudden death reduced 28%. Confirmed Norwegian findings. Established long-term beta-blocker benefit."
Goteborg Metoprolol,Early Beta-Blockers,Metoprolol IV→oral,Placebo,698,697,40,62,0.0573065902578796,0.0889526542324246,0.6442369904797116,-0.4396886229330038,0.1956058467225923,1981,57.0,77.0,3.0,"Göteborg Metoprolol Trial. Early IV metoprolol <12h from symptom onset. 90-day mortality reduced 36% (5.7% vs 8.9%, p<0.03). Swedish trial. Showed benefit of very early beta-blockade in acute phase."
CAPRICORN,Early Beta-Blockers,Carvedilol 25mg bid,Placebo,975,984,116,151,0.1189743589743589,0.1534552845528455,0.775303107488538,-0.2545012196541533,0.1148969321749765,2001,63.0,73.0,16.0,"Carvedilol Post-Infarct Survival Control in LV dysfunction. Post-MI with EF≤40%. All-cause mortality reduced 23% (12% vs 15%, p=0.03). Proved third-generation beta-blocker benefit. Extended indication to LV dysfunction post-MI."
COMMIT-CCS-2,Early Beta-Blockers,Metoprolol IV→oral,Placebo,22929,22852,1774,1797,0.0773692703563173,0.0786364431997199,0.9838856795673698,-0.0162455679806748,0.032137332609904,2005,61.0,74.0,1.0,"ClOpidogrel and Metoprolol in Myocardial Infarction Trial. Largest beta-blocker trial: 45,852 STEMI patients in China. Early IV metoprolol: NO benefit (7.7% vs 7.8%, p=0.69). Increased cardiogenic shock early. Changed practice - now avoid IV beta-blockers in acute STEMI."
CONSENSUS,Early ACE Inhibitors,Enalapril,Placebo,127,126,44,68,0.3464566929133858,0.5396825396825397,0.6419638721630385,-0.4432232507649587,0.1470463579816734,1987,71.0,71.0,6.0,"Cooperative North Scandinavian Enalapril Survival Study. FIRST ACE inhibitor mortality trial. Severe HF (NYHA IV). Mortality reduced 40% at 6mo (26% vs 44%, p=0.002), 31% at 1yr. Scandinavia, stopped early for benefit. Launched ACE inhibitor era in HF."
SOLVD Treatment,Early ACE Inhibitors,Enalapril 10mg bid,Placebo,1285,1284,452,510,0.3517509727626459,0.397196261682243,0.885584802014191,-0.1215070589655538,0.0511482881252931,1991,61.0,80.0,41.0,"Studies Of Left Ventricular Dysfunction - Treatment arm. Symptomatic HF with EF≤35%. Mortality reduced 16% (35.2% vs 39.7%, p=0.0036). Death/HF hosp reduced 26%. Established ACE inhibitors for all symptomatic HF."
SOLVD Prevention,Early ACE Inhibitors,Enalapril 10mg bid,Placebo,2111,2117,334,378,0.1582188536238749,0.1785545583372697,0.8861092939728658,-0.1209149793563427,0.068508677716887,1992,59.0,89.0,37.0,"SOLVD Prevention arm. Asymptomatic LV dysfunction (EF≤35%) without HF symptoms. Mortality trend (14.8% vs 15.8%, p=0.30 NS). But HF development reduced 37%, death/HF reduced 29%. Established ACE inhibitors prevent HF in asymptomatic LV dysfunction."
SAVE,Early ACE Inhibitors,Captopril 50mg tid,Placebo,1115,1116,228,275,0.2044843049327354,0.246415770609319,0.8298344883815736,-0.1865290096650934,0.0789266128402011,1992,59.0,82.0,42.0,"Survival And Ventricular Enlargement. Post-MI with EF≤40% but no overt HF. All-cause mortality reduced 19% (20% vs 25%, p=0.019). CV mortality reduced 21%, severe HF reduced 37%. US trial. Proved ACE inhibitors prevent post-MI remodeling."
AIRE,Early ACE Inhibitors,Ramipril 5mg bid,Placebo,1014,982,170,222,0.1676528599605522,0.2260692464358452,0.7415995877534338,-0.2989458206186803,0.091555088405261,1993,65.0,68.0,15.0,"Acute Infarction Ramipril Efficacy. Post-MI with clinical HF. Mortality reduced 27% (17% vs 23%, p=0.002). UK trial, started 3-10 days post-MI. Confirmed benefit in symptomatic post-MI patients. Stopped early for benefit."
